Order_ID,Order_Priority,Order_Quantity,Sales,Ship_Mode,Profit,Region,Customer_Segment,Product_Category,Product_Sub-Category,Product_Name,Product_Container
2720,Critical,36,2051.016,Express Air,483.97,West,Small Business,Technology,Telephones And Communication,Startac 7760,Small Box
4642,Critical,21,309.62,Express Air,-80.2,West,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box
8801,Low,25,2529.396,Express Air,371.21,West,Consumer,Technology,Telephones And Communication,270C,Small Box
11332,Low,23,1223.3795,Express Air,83.57,West,Corporate,Technology,Telephones And Communication,I500Plus,Small Box
17702,High,9,264.63,Express Air,-66.78,West,Home Office,Technology,Computer Peripherals,Belkin Mediaboard 104- Keyboard,Small Box
17831,Critical,38,260.41,Express Air,-45.75,West,Corporate,Office Supplies,Paper,Xerox 1947,Small Box
20389,High,30,201.35,Express Air,-107.37,West,Corporate,Office Supplies,Paper,Xerox 1920,Small Box
22657,High,36,9544.18,Express Air,3392.88,West,Corporate,Technology,Computer Peripherals,Hayes Optima 56K V.90 Internal Voice Modem,Small Box
25635,Critical,14,633.08,Express Air,145.48,West,Corporate,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box
29185,High,5,217.85,Express Air,-25.31,West,Corporate,Office Supplies,Paper,Xerox 1893,Small Box
29985,Critical,22,196.75,Express Air,0.13,West,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box
31872,Low,34,2833.19,Express Air,1409.87,West,Home Office,Office Supplies,Envelopes,Ames Color-File® Green Diamond Border X-Ray Mailers,Small Box
32611,Medium,18,986.24,Express Air,68.9,West,Corporate,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard W/ Touchpad,Small Box
36803,Not Specified,2,19.02,Express Air,10.73,West,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box
36805,Medium,28,1546.3965,Express Air,226.72,West,Corporate,Technology,Telephones And Communication,G520,Small Box
44451,Critical,4,103.9,Express Air,-19.26,Atlantic,Home Office,Furniture,Office Furnishings,"Seth Thomas 12"" Clock W/ Goldtone Case",Small Box
45059,Not Specified,39,3401.8,Express Air,-508.87,Atlantic,Consumer,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box
45731,Critical,19,146.63,Express Air,-30.06,Atlantic,Consumer,Office Supplies,Paper,Xerox 1894,Small Box
47108,Not Specified,26,258.11,Express Air,9.95,Atlantic,Consumer,Office Supplies,Paper,Xerox 1896,Small Box
47108,Not Specified,9,1288.515,Express Air,-382.57,Atlantic,Consumer,Technology,Telephones And Communication,2180,Small Box
50208,Medium,4,38.76,Express Air,-12.13,Atlantic,Corporate,Office Supplies,Binders And Binder Accessories,Avery Hole Reinforcements,Small Box
51525,Critical,18,360.24,Express Air,-36.24,Atlantic,Home Office,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box
52933,Low,44,210.46,Express Air,50.04,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Avery Non-Stick Binders,Small Box
53894,Critical,29,5159.3725,Express Air,1252.48,Atlantic,Consumer,Technology,Telephones And Communication,5125,Small Box
56610,Medium,20,857.95,Express Air,51.85,Atlantic,Consumer,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",Small Box
3393,High,7,127.74,Express Air,-5.57,Atlantic,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box
7015,Not Specified,42,7143.927,Express Air,2374.73,Atlantic,Home Office,Technology,Telephones And Communication,T65,Small Box
9925,Critical,43,1751.68,Express Air,771.83,Atlantic,Corporate,Office Supplies,Binders And Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box
20455,Critical,7,381.1995,Express Air,-233.56,Atlantic,Corporate,Technology,Telephones And Communication,V 3600 Series,Small Box
38625,Not Specified,28,2752.0,Express Air,336.47,West,Corporate,Technology,Computer Peripherals,Us Robotics 56K V.92 External Faxmodem,Small Box
41217,High,23,1314.64,Express Air,575.38,West,Consumer,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box
41927,Not Specified,46,2332.23,Express Air,1085.93,West,Home Office,Office Supplies,Paper,Xerox 1885,Small Box
48230,Not Specified,39,1140.26,Express Air,387.2,Prarie,Corporate,Furniture,Office Furnishings,"Deflect-O Supertray™ Unbreakable Stackable Tray, Letter, Black",Small Box
53600,Medium,8,55.59,Express Air,-17.95,Prarie,Small Business,Office Supplies,Binders And Binder Accessories,Wilson Jones Impact Binders,Small Box
54150,Critical,12,2011.6355,Express Air,-53.69,Prarie,Corporate,Technology,Telephones And Communication,Cf 888,Small Box
2147,Not Specified,15,605.1,Express Air,92.81,Prarie,Home Office,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box
14503,Not Specified,14,438.47,Express Air,157.89,Prarie,Corporate,Office Supplies,Binders And Binder Accessories,Surelock™ Post Binders,Small Box
16165,Not Specified,4,136.68,Express Air,-125.16,Prarie,Small Business,Technology,Computer Peripherals,Fellowes 17-Key Keypad For Ps/2 Interface,Small Box
16165,Not Specified,19,3555.29,Express Air,183.28,Prarie,Small Business,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Small Box
24386,High,15,76.94,Express Air,29.67,Prarie,Corporate,Office Supplies,Labels,Avery 491,Small Box
26016,High,44,1642.642,Express Air,314.84,Prarie,Consumer,Technology,Telephones And Communication,Kf 788,Small Box
28130,Low,23,404.24,Express Air,-76.99,Ontario,Corporate,Office Supplies,Binders And Binder Accessories,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",Small Box
28130,Low,32,1381.88,Express Air,598.2,Ontario,Corporate,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box
28290,Low,43,1307.35,Express Air,-154.24,Ontario,Home Office,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box
28290,Low,3,523.58,Express Air,-179.36,Ontario,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box
31238,Medium,21,7512.03,Express Air,2017.64,Ontario,Corporate,Office Supplies,Appliances,Hoover Windtunnel™ Plus Canister Vacuum,Small Box
41059,Medium,26,363.16,Express Air,3.92,Ontario,Corporate,Office Supplies,Binders And Binder Accessories,"Gbc Laser Imprintable Binding System Covers, Desert Sand",Small Box
43424,Not Specified,34,772.56,Express Air,143.87,Ontario,Home Office,Office Supplies,Appliances,Belkin F5C206Vtel 6 Outlet Surge,Small Box
46243,Low,31,614.35,Express Air,78.89,Ontario,Corporate,Office Supplies,Paper,Computer Printout Paper With Letter-Trim Perforations,Small Box
51361,Low,14,76.06,Express Air,-35.99,Ontario,Corporate,Office Supplies,Paper,Xerox 199,Small Box
51780,Low,42,372.69,Express Air,-177.03,Ontario,Consumer,Office Supplies,Binders And Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/Pkg",Small Box
59909,Low,46,411.56,Express Air,-188.02,Ontario,Small Business,Office Supplies,Storage & Organization,Staples File Caddy,Small Box
15808,Critical,42,906.64,Express Air,-148.93,Ontario,Corporate,Office Supplies,Binders And Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box
21091,High,32,270.73,Express Air,-54.57,Ontario,Corporate,Office Supplies,Binders And Binder Accessories,Gbc Instant Index™ System For Binding Systems,Small Box
28420,Low,2,45.64,Express Air,-0.11,Ontario,Corporate,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box
33255,Critical,19,108.21,Express Air,-50.02,Ontario,Home Office,Office Supplies,Paper,Xerox 4200 Series Multiuse Premium Copy Paper (20Lb. And 84 Bright),Small Box
35584,Medium,15,150.33,Express Air,-98.23,Ontario,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes And Swivel Casters,Small Box
35908,Not Specified,45,529.28,Express Air,-30.27,Ontario,Small Business,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box
293,High,27,244.57,Regular Air,46.71,Nunavut,Consumer,Office Supplies,Binders And Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box
1792,Low,28,370.48,Regular Air,-5.45,Nunavut,Consumer,Office Supplies,Storage & Organization,"Tenex Personal Project File With Scoop Front Design, Black",Small Box
6980,Not Specified,18,136.29,Regular Air,-77.28,Nunavut,Consumer,Office Supplies,Binders And Binder Accessories,"Angle-D Binders With Locking Rings, Label Holders",Small Box
8995,High,42,266.36,Regular Air,-191.28,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 217,Small Box
10945,Medium,14,1170.025,Regular Air,4.22,Northwest Territories,Consumer,Technology,Telephones And Communication,600 Series Flip,Small Box
11911,Critical,25,397.84,Regular Air,-14.75,Northwest Territories,Consumer,Office Supplies,Binders And Binder Accessories,"Gbc Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Small Box
14726,Low,15,310.87,Regular Air,-21.48,Northwest Territories,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box
16932,Critical,25,144.84,Regular Air,-120.99,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 1924,Small Box
21889,Low,21,1049.79,Regular Air,135.79,Northwest Territories,Consumer,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box
21889,Low,16,817.18,Regular Air,103.38,Northwest Territories,Consumer,Office Supplies,Storage & Organization,Recycled Steel Personal File For Standard File Folders,Small Box
22532,Critical,13,121.66,Regular Air,-11.8,Northwest Territories,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Standard Plastic Binding Systems Combs,Small Box
27109,Critical,48,538.22,Regular Air,-154.66,Northwest Territories,Consumer,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box
28675,Critical,15,822.8425,Regular Air,4.39,Northwest Territories,Consumer,Technology,Telephones And Communication,252,Small Box
29287,High,50,281.39,Regular Air,-106.4,Northwest Territories,Consumer,Office Supplies,Binders And Binder Accessories,Binder Posts,Small Box
38884,High,47,256.0,Regular Air,-119.84,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 4200 Series Multiuse Premium Copy Paper (20Lb. And 84 Bright),Small Box
40160,Critical,23,1404.22,Regular Air,202.87,Northwest Territories,Consumer,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box
45217,Not Specified,40,6789.9275,Regular Air,1864.66,Northwest Territories,Consumer,Technology,Telephones And Communication,2160I,Small Box
55363,High,14,2232.06,Regular Air,542.16,Northwest Territories,Consumer,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box
57127,Low,13,735.54,Regular Air,171.82,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 194,Small Box
58055,Critical,26,208.6,Regular Air,-56.45,Atlantic,Consumer,Furniture,Office Furnishings,"Eldon® Expressions™ Wood Desk Accessories, Oak",Small Box
59202,Medium,7,83.81,Regular Air,21.92,Atlantic,Consumer,Office Supplies,Labels,Avery 485,Small Box
59585,High,45,712.04,Regular Air,-110.93,Atlantic,Consumer,Technology,Office Machines,"At&T Black Trimline Phone, Model 210",Small Box
645,High,42,557.85,Regular Air,89.45,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Binding Covers,Small Box
13120,Low,46,590.43,Regular Air,82.59,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Binding Covers,Small Box
13120,Low,8,216.33,Regular Air,-17.37,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Standard Therm-A-Bind Covers,Small Box
15618,Medium,9,50.93,Regular Air,-34.98,Atlantic,Consumer,Office Supplies,Paper,Xerox 1928,Small Box
15618,Medium,44,792.8,Regular Air,26.27,Atlantic,Consumer,Office Supplies,Paper,Xerox 1939,Small Box
15618,Medium,14,782.4505,Regular Air,-11.4,Atlantic,Consumer,Technology,Telephones And Communication,Startac 7760,Small Box
16419,Not Specified,43,241.19,Regular Air,-103.65,Atlantic,Consumer,Office Supplies,Paper,Xerox 1978,Small Box
30499,High,16,92.06,Regular Air,5.66,Atlantic,Consumer,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box
34978,High,49,165.51,Regular Air,-269.91,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box
35558,Critical,2,34.88,Regular Air,-22.12,Atlantic,Consumer,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box
41570,Not Specified,24,2289.92,Regular Air,1037.55,Atlantic,Consumer,Office Supplies,Paper,Xerox 1941,Small Box
46119,Critical,23,93.05,Regular Air,15.27,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Durable Pressboard Binders,Small Box
52130,Low,13,63.33,Regular Air,-39.96,Prarie,Consumer,Office Supplies,Binders And Binder Accessories,Accohide® Binder By Acco,Small Box
52130,Low,36,1436.55,Regular Air,-4.01,Prarie,Consumer,Furniture,Office Furnishings,Eldon Executive Woodline Ii Cherry Finish Desk Accessories,Small Box
53508,High,13,1072.22,Regular Air,149.64,Prarie,Consumer,Technology,Computer Peripherals,Logitech Cordless Navigator Duo,Small Box
450,Not Specified,35,543.72,Regular Air,-211.13,West,Consumer,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box
1028,High,11,2021.147,Regular Air,-60.39,West,Consumer,Technology,Telephones And Communication,3285,Small Box
2883,Low,34,2154.34,Regular Air,177.66,West,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box
5318,High,8,1042.25,Regular Air,195.16,West,Consumer,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece® Homeoffice Power Control Center,Small Box
6115,Medium,25,409.08,Regular Air,78.86,West,Consumer,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box
9792,Low,14,84.09,Regular Air,-73.14,West,Consumer,Office Supplies,Binders And Binder Accessories,3M Organizer Strips,Small Box
14275,Low,20,42.22,Regular Air,-7.73,West,Consumer,Office Supplies,Binders And Binder Accessories,Economy Binders,Small Box
14535,Not Specified,22,245.96,Regular Air,-33.82,West,Consumer,Office Supplies,Storage & Organization,X-Rack™ File For Hanging Folders,Small Box
17926,Critical,37,608.33,Regular Air,-70.04,West,Consumer,Office Supplies,Storage & Organization,Eldon Jumbo Profile™ Portable File Boxes Graphite/Black,Small Box
49634,Not Specified,45,132.31,Regular Air,10.91,West,Consumer,Office Supplies,Binders And Binder Accessories,Avery Durable Binders,Small Box
53825,Low,36,1646.05,Regular Air,649.8,West,Consumer,Office Supplies,Paper,Xerox 1885,Small Box
21509,High,13,47.93,Regular Air,15.82,West,Consumer,Office Supplies,Labels,Avery 487,Small Box
52326,Low,41,152.28,Regular Air,-154.81,West,Consumer,Office Supplies,Binders And Binder Accessories,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Dark Blue",Small Box
54947,Not Specified,42,1498.46,Regular Air,565.37,West,Consumer,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,Small Box
4257,Medium,45,253.89,Regular Air,-83.66,West,Consumer,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box
5698,Medium,15,297.05,Regular Air,-16.89,West,Consumer,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box
5698,Medium,7,108.26,Regular Air,25.51,West,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 X 9 1/2",Small Box
11301,Medium,29,1194.96,Regular Air,107.45,West,Consumer,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box
16161,Medium,49,2692.6895,Regular Air,768.32,West,Consumer,Technology,Telephones And Communication,6162I,Small Box
20038,Low,42,173.44,Regular Air,-172.4,West,Consumer,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box
20422,High,5,15.38,Regular Air,1.61,West,Consumer,Office Supplies,Labels,Avery 498,Small Box
24450,Critical,37,443.35,Regular Air,-21.73,West,Consumer,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box
24450,Critical,4,30.85,Regular Air,-12.88,West,Consumer,Office Supplies,Paper,Xerox 1903,Small Box
25031,High,20,100.11,Regular Air,-41.7,West,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. And 84 Bright),Small Box
25830,Low,5,25.34,Regular Air,-21.29,West,Consumer,Office Supplies,Appliances,Eureka Disposable Bags For Sanitaire® Vibra Groomer I® Upright Vac,Small Box
25830,Low,11,178.57,Regular Air,-37.39,West,Consumer,Office Supplies,Binders And Binder Accessories,Recycled Premium Regency Composition Covers,Small Box
30147,Not Specified,37,740.14,Regular Air,29.73,West,Consumer,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box
30310,Medium,21,2024.0285,Regular Air,4.9,West,Consumer,Technology,Telephones And Communication,Startac 6500,Small Box
35649,Medium,9,43.26,Regular Air,3.9,West,Consumer,Office Supplies,Binders And Binder Accessories,Tuff Stuff™ Recycled Round Ring Binders,Small Box
35649,Medium,25,174.03,Regular Air,-42.37,West,Consumer,Office Supplies,Paper,Xerox 1994,Small Box
41412,Not Specified,47,263.81,Regular Air,-237.54,West,Consumer,Office Supplies,Binders And Binder Accessories,3M Organizer Strips,Small Box
42339,Critical,31,206.54,Regular Air,-178.82,West,Consumer,Office Supplies,Paper,Xerox 1993,Small Box
43111,High,27,4722.83,Regular Air,1749.78,West,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Docubind P100 Manual Binding Machine,Small Box
47520,Not Specified,36,277.88,Regular Air,-64.41,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Velobinder Strips,Small Box
47520,Not Specified,47,925.3,Regular Air,257.31,Atlantic,Consumer,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box
49088,Critical,31,1295.54,Regular Air,214.23,Atlantic,Consumer,Office Supplies,Paper,Xerox 1893,Small Box
49634,Not Specified,39,403.73,Regular Air,-44.13,Atlantic,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box
53025,Critical,32,195.57,Regular Air,-132.93,Atlantic,Consumer,Office Supplies,Paper,Xerox 1920,Small Box
54304,High,11,558.62,Regular Air,118.32,Atlantic,Consumer,Office Supplies,Appliances,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,Small Box
56321,Critical,24,135.88,Regular Air,-75.39,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool For Ring Binders,Small Box
57671,Not Specified,6,22.78,Regular Air,3.96,Atlantic,Consumer,Office Supplies,Labels,Avery 510,Small Box
58978,Low,13,75.89,Regular Air,-31.01,Atlantic,Consumer,Office Supplies,Paper,Xerox 193,Small Box
5092,Low,25,978.77,Regular Air,220.91,Atlantic,Consumer,Office Supplies,Paper,Xerox 1892,Small Box
8257,Low,18,881.32,Regular Air,373.67,Atlantic,Consumer,Office Supplies,Paper,Xerox 1910,Small Box
9285,Critical,3,124.81,Regular Air,-11.94,Atlantic,Consumer,Office Supplies,Binders And Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",Small Box
20642,High,32,135.2,Regular Air,59.4,Atlantic,Consumer,Office Supplies,Labels,Avery 506,Small Box
30467,Critical,5,2019.65,Regular Air,289.88,West,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Docubind 200 Manual Binding Machine,Small Box
33893,Not Specified,6,232.21,Regular Air,-14.03,West,Consumer,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box
38656,Low,13,64.46,Regular Air,25.16,West,Consumer,Office Supplies,Labels,Avery 478,Small Box
44610,High,31,127.9,Regular Air,54.21,West,Consumer,Office Supplies,Labels,Avery 506,Small Box
53667,Medium,33,112.36,Regular Air,-159.74,Prarie,Consumer,Office Supplies,Binders And Binder Accessories,Cardinal Poly Pocket Divider Pockets For Ring Binders,Small Box
53667,Medium,16,481.049,Regular Air,46.51,Prarie,Consumer,Technology,Telephones And Communication,Accessory35,Small Box
55429,High,43,260.59,Regular Air,-157.76,Prarie,Consumer,Office Supplies,Paper,Xerox 214,Small Box
3463,Critical,43,264.75,Regular Air,-212.51,Prarie,Consumer,Office Supplies,Paper,Xerox 212,Small Box
5538,Critical,43,1281.28,Regular Air,415.85,Prarie,Consumer,Office Supplies,Binders And Binder Accessories,Binding Machine Supplies,Small Box
5538,Critical,4,430.848,Regular Air,-492.77,Prarie,Consumer,Technology,Telephones And Communication,8290,Small Box
9155,Critical,17,518.8,Regular Air,54.63,Prarie,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Linen Binding Covers,Small Box
12292,Not Specified,32,824.24,Regular Air,-127.23,Prarie,Consumer,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box
23713,Not Specified,38,3701.5205,Regular Air,894.06,Prarie,Consumer,Technology,Telephones And Communication,8890,Small Box
26016,High,2,154.94,Regular Air,-358.43,Prarie,Consumer,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Small Box
32452,Medium,3,8.6,Regular Air,-2.03,Ontario,Consumer,Office Supplies,Labels,Avery 507,Small Box
33378,High,25,945.36,Regular Air,219.85,Ontario,Consumer,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 X 13",Small Box
38240,High,4,41.53,Regular Air,-15.53,Ontario,Consumer,Office Supplies,Binders And Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box
38917,Low,11,618.1965,Regular Air,-132.53,Ontario,Consumer,Technology,Telephones And Communication,6120,Small Box
50336,Not Specified,9,58.98,Regular Air,-17.79,Ontario,Consumer,Office Supplies,Binders And Binder Accessories,Avery Binding System Hidden Tab™ Executive Style Index Sets,Small Box
52071,Not Specified,14,136.85,Regular Air,-4.43,Ontario,Consumer,Office Supplies,Binders And Binder Accessories,Gbc Standard Plastic Binding Systems Combs,Small Box
52071,Not Specified,1,12.74,Regular Air,-11.39,Ontario,Consumer,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box
26759,Not Specified,30,251.11,Regular Air,10.04,Ontario,Consumer,Office Supplies,Binders And Binder Accessories,Xtralife® Clearvue™ Slant-D® Ring Binders By Cardinal,Small Box
483,High,30,4965.7595,Regular Air,1198.97,Nunavut,Corporate,Technology,Telephones And Communication,R380,Small Box
613,High,12,93.54,Regular Air,-54.04,Nunavut,Corporate,Office Supplies,Binders And Binder Accessories,"Angle-D Binders With Locking Rings, Label Holders",Small Box
613,High,22,905.08,Regular Air,127.7,Nunavut,Corporate,Office Supplies,Storage & Organization,"Safco Mobile Desk Side File, Wire Frame",Small Box
1344,Low,15,834.904,Regular Air,-11.68,Nunavut,Corporate,Technology,Telephones And Communication,G520,Small Box
1344,Low,18,2480.9205,Regular Air,313.58,Nunavut,Corporate,Technology,Telephones And Communication,Lx 788,Small Box
1539,Low,33,511.83,Regular Air,-172.88,Nunavut,Corporate,Office Supplies,Binders And Binder Accessories,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",Small Box
2532,High,39,282.07,Regular Air,140.01,Nunavut,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels For Typewriters By Universal,Small Box
2791,High,47,191.67,Regular Air,-236.27,Nunavut,Corporate,Office Supplies,Binders And Binder Accessories,Avery Binder Labels,Small Box
2791,High,18,507.64,Regular Air,118.94,Nunavut,Corporate,Office Supplies,Paper,"Ibm Multi-Purpose Copy Paper, 8 1/2 X 11"", Case",Small Box
3908,Medium,8,820.284,Regular Air,-180.2,Nunavut,Corporate,Technology,Telephones And Communication,6160,Small Box
4132,Not Specified,5,14.76,Regular Air,1.32,Nunavut,Corporate,Office Supplies,Labels,Avery 49,Small Box
5569,Not Specified,12,118.97,Regular Air,-0.06,Nunavut,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box
5894,High,7,384.33,Regular Air,87.68,Nunavut,Corporate,Office Supplies,Binders And Binder Accessories,Avery Arch Ring Binders,Small Box
5894,High,3,239.03,Regular Air,-68.22,Nunavut,Corporate,Office Supplies,Appliances,Apc 7 Outlet Network Surgearrest Surge Protector,Small Box
6182,Low,40,255.48,Regular Air,-116.79,Nunavut,Corporate,Office Supplies,Paper,Xerox 1966,Small Box
6982,Not Specified,41,844.09,Regular Air,52.56,Nunavut,Corporate,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box
7430,Medium,50,751.77,Regular Air,353.2,Nunavut,Corporate,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 X 9 1/2",Small Box
9126,Medium,47,2799.7,Regular Air,884.08,Northwest Territories,Corporate,Office Supplies,Appliances,"Acco Smartsocket™ Table Surge Protector, 6 Color-Coded Adapter Outlets",Small Box
9763,Medium,44,176.26,Regular Air,75.13,Northwest Territories,Corporate,Office Supplies,Labels,Avery 506,Small Box
10437,Critical,50,820.52,Regular Air,-191.22,Northwest Territories,Corporate,Office Supplies,Binders And Binder Accessories,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",Small Box
10535,Low,25,854.88,Regular Air,-44.14,Northwest Territories,Corporate,Furniture,Office Furnishings,"Linden® 12"" Wall Clock With Oak Frame",Small Box
11202,Medium,8,339.81,Regular Air,79.59,Northwest Territories,Corporate,Office Supplies,Binders And Binder Accessories,Satellite Sectional Post Binders,Small Box
11941,Critical,4,73.07,Regular Air,-41.01,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box
12352,Medium,5,36.86,Regular Air,-32.82,Northwest Territories,Corporate,Office Supplies,Binders And Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box
12544,Low,34,74.3,Regular Air,-129.01,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box
13346,Low,44,268.34,Regular Air,-240.83,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 224,Small Box
16193,Not Specified,8,300.2,Regular Air,6.41,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart And Caster Set, Three Stacking Bins",Small Box
16423,Medium,19,128.21,Regular Air,-55.13,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 20,Small Box
16451,Not Specified,9,252.79,Regular Air,58.23,Northwest Territories,Corporate,Office Supplies,Binders And Binder Accessories,Surelock™ Post Binders,Small Box
18144,Critical,48,207.08,Regular Air,-131.82,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1971,Small Box
18308,Not Specified,30,114.12,Regular Air,15.73,Northwest Territories,Corporate,Office Supplies,Binders And Binder Accessories,Durable Pressboard Binders,Small Box
18308,Not Specified,15,436.05,Regular Air,-92.58,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-Key Keypad For Ps/2 Interface,Small Box
18308,Not Specified,49,5247.4835,Regular Air,1465.87,Northwest Territories,Corporate,Technology,Telephones And Communication,Startac St7762,Small Box
19078,Critical,21,256.12,Regular Air,-18.19,Northwest Territories,Corporate,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box
19686,Medium,11,152.67,Regular Air,12.76,Northwest Territories,Corporate,Office Supplies,Binders And Binder Accessories,Gbc Binding Covers,Small Box
22151,High,49,465.83,Regular Air,-79.72,Northwest Territories,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Small Box
23264,Critical,16,108.42,Regular Air,-50.82,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1930,Small Box
